Data,Atendimentos diários,Ouvidorias,Controle,Ouvidorias L1,Ouvidorias L2,Ouvidorias L3,Ouvidorias L4,Controle L1,Ouvidorias demais níveis,Controle demais níveis
06/08/2023,179,2,"1,12%",2,0,0,0,"1,12%",0,"0,00%"
07/08/2023,1.671,12,"0,72%",9,1,1,1,"0,54%",3,"0,18%"
08/08/2023,1.257,15,"1,19%",10,1,3,1,"0,80%",5,"0,40%"
09/08/2023,1.254,7,"0,56%",6,1,0,0,"0,48%",1,"0,08%"
10/08/2023,1.198,11,"0,92%",8,3,0,0,"0,67%",3,"0,25%"
11/08/2023,994,7,"0,70%",5,1,1,0,"0,50%",2,"0,20%"
12/08/2023,239,1,"0,42%",1,0,0,0,"0,42%",0,"0,00%"
13/08/2023,110,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
14/08/2023,1.154,8,"0,69%",5,2,1,0,"0,43%",3,"0,26%"
15/08/2023,1.014,12,"1,18%",5,4,3,0,"0,49%",7,"0,69%"
16/08/2023,1.195,6,"0,50%",5,1,0,0,"0,42%",1,"0,08%"
17/08/2023,1.014,6,"0,59%",6,0,0,0,"0,59%",0,"0,00%"
18/08/2023,931,18,"1,93%",12,1,3,2,"1,29%",6,"0,64%"
19/08/2023,201,1,"0,50%",1,0,0,0,"0,50%",0,"0,00%"
20/08/2023,134,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
21/08/2023,1.295,13,"1,00%",7,3,3,0,"0,54%",6,"0,46%"
22/08/2023,1.081,6,"0,56%",4,1,0,1,"0,37%",2,"0,19%"
23/08/2023,1.057,9,"0,85%",6,3,0,0,"0,57%",3,"0,28%"
24/08/2023,1.035,7,"0,68%",5,1,1,0,"0,48%",2,"0,19%"
25/08/2023,906,6,"0,66%",2,4,0,0,"0,22%",4,"0,44%"
26/08/2023,223,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
27/08/2023,154,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
28/08/2023,1.080,7,"0,65%",4,3,0,0,"0,37%",3,"0,28%"
29/08/2023,1.113,7,"0,63%",5,0,2,0,"0,45%",2,"0,18%"
30/08/2023,1.051,4,"0,38%",3,0,0,1,"0,29%",1,"0,10%"
31/08/2023,1.282,7,"0,55%",4,1,2,0,"0,31%",3,"0,23%"
01/09/2023,1.183,7,"0,59%",5,1,0,1,"0,42%",2,"0,17%"
02/09/2023,278,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/09/2023,161,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
04/09/2023,1.461,12,"0,82%",8,2,2,0,"0,55%",4,"0,27%"
05/09/2023,1.673,7,"0,42%",3,1,0,3,"0,18%",4,"0,24%"
06/09/2023,1.640,9,"0,55%",8,0,0,1,"0,49%",1,"0,06%"
07/09/2023,314,1,"0,32%",1,0,0,0,"0,32%",0,"0,00%"
08/09/2023,3.741,16,"0,43%",10,4,1,1,"0,27%",6,"0,16%"
09/09/2023,306,2,"0,65%",2,0,0,0,"0,65%",0,"0,00%"
10/09/2023,251,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
11/09/2023,1.707,11,"0,64%",7,3,0,1,"0,41%",4,"0,23%"
12/09/2023,1.456,13,"0,89%",6,1,3,3,"0,41%",7,"0,48%"
13/09/2023,1.311,12,"0,92%",7,2,2,1,"0,53%",5,"0,38%"
14/09/2023,1.151,8,"0,70%",6,1,1,0,"0,52%",2,"0,17%"
15/09/2023,962,3,"0,31%",2,1,0,0,"0,21%",1,"0,10%"
16/09/2023,234,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/09/2023,143,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
18/09/2023,1.317,8,"0,61%",5,2,1,0,"0,38%",3,"0,23%"
19/09/2023,1.271,11,"0,87%",8,1,0,2,"0,63%",3,"0,24%"
20/09/2023,1.079,8,"0,74%",6,1,0,1,"0,56%",2,"0,19%"
21/09/2023,1.128,6,"0,53%",6,0,0,0,"0,53%",0,"0,00%"
22/09/2023,979,9,"0,92%",2,0,3,4,"0,20%",7,"0,72%"
23/09/2023,230,1,"0,43%",1,0,0,0,"0,43%",0,"0,00%"
24/09/2023,128,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
25/09/2023,1.276,8,"0,63%",6,1,0,1,"0,47%",2,"0,16%"
26/09/2023,1.266,9,"0,71%",6,0,2,1,"0,47%",3,"0,24%"
27/09/2023,1.238,14,"1,13%",11,2,0,1,"0,89%",3,"0,24%"
28/09/2023,1.184,8,"0,68%",8,0,0,0,"0,68%",0,"0,00%"
29/09/2023,1.035,16,"1,55%",12,2,0,2,"1,16%",4,"0,39%"
30/09/2023,261,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
01/10/2023,336,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
02/10/2023,2.407,11,"0,46%",3,8,0,0,"0,12%",8,"0,33%"
03/10/2023,2.202,17,"0,77%",11,0,2,4,"0,50%",6,"0,27%"
04/10/2023,1.801,16,"0,89%",12,2,1,1,"0,67%",4,"0,22%"
05/10/2023,1.540,7,"0,45%",5,0,1,1,"0,32%",2,"0,13%"
06/10/2023,1.219,7,"0,57%",6,0,1,0,"0,49%",1,"0,08%"
07/10/2023,247,1,"0,40%",1,0,0,0,"0,40%",0,"0,00%"
08/10/2023,153,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
09/10/2023,1.544,12,"0,78%",4,6,0,2,"0,26%",8,"0,52%"
10/10/2023,1.492,12,"0,80%",5,6,0,1,"0,34%",7,"0,47%"
11/10/2023,1.265,18,"1,42%",13,4,1,0,"1,03%",5,"0,40%"
12/10/2023,233,1,"0,43%",0,1,0,0,"0,00%",1,"0,43%"
13/10/2023,833,13,"1,56%",7,3,3,0,"0,84%",6,"0,72%"
14/10/2023,243,1,"0,41%",1,0,0,0,"0,41%",0,"0,00%"
15/10/2023,134,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
16/10/2023,1.266,14,"1,11%",9,5,0,0,"0,71%",5,"0,39%"
17/10/2023,1.490,10,"0,67%",3,4,2,1,"0,20%",7,"0,47%"
18/10/2023,1.307,15,"1,15%",8,5,2,0,"0,61%",7,"0,54%"
19/10/2023,1.242,14,"1,13%",10,4,0,0,"0,81%",4,"0,32%"
20/10/2023,1.053,9,"0,85%",8,0,0,1,"0,76%",1,"0,09%"
21/10/2023,226,1,"0,44%",1,0,0,0,"0,44%",0,"0,00%"
22/10/2023,149,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
23/10/2023,1.858,7,"0,38%",4,0,2,1,"0,22%",3,"0,16%"
24/10/2023,1.362,12,"0,88%",7,2,3,0,"0,51%",5,"0,37%"
25/10/2023,1.372,13,"0,95%",7,4,1,1,"0,51%",6,"0,44%"
26/10/2023,1.134,7,"0,62%",4,1,2,0,"0,35%",3,"0,26%"
27/10/2023,917,3,"0,33%",2,1,0,0,"0,22%",1,"0,11%"
28/10/2023,211,1,"0,47%",1,0,0,0,"0,47%",0,"0,00%"
29/10/2023,129,2,"1,55%",1,0,1,0,"0,78%",1,"0,78%"
30/10/2023,1.236,5,"0,40%",2,1,0,2,"0,16%",3,"0,24%"
31/10/2023,1.178,13,"1,10%",8,4,1,0,"0,68%",5,"0,42%"
01/11/2023,1.680,13,"0,77%",9,3,0,1,"0,54%",4,"0,24%"
02/11/2023,367,1,"0,27%",1,0,0,0,"0,27%",0,"0,00%"
03/11/2023,1.270,11,"0,87%",7,3,1,0,"0,55%",4,"0,31%"
04/11/2023,444,2,"0,45%",1,1,0,0,"0,23%",1,"0,23%"
05/11/2023,328,3,"0,91%",2,1,0,0,"0,61%",1,"0,30%"
06/11/2023,2.062,20,"0,97%",14,4,2,0,"0,68%",6,"0,29%"
07/11/2023,1.533,18,"1,17%",9,4,1,4,"0,59%",9,"0,59%"
08/11/2023,1.496,8,"0,53%",7,1,0,0,"0,47%",1,"0,07%"
09/11/2023,1.182,7,"0,59%",3,2,1,1,"0,25%",4,"0,34%"
10/11/2023,992,15,"1,51%",10,4,1,0,"1,01%",5,"0,50%"
11/11/2023,234,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
12/11/2023,146,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
13/11/2023,1.193,16,"1,34%",12,2,1,1,"1,01%",4,"0,34%"
14/11/2023,1.007,7,"0,70%",5,2,0,0,"0,50%",2,"0,20%"
15/11/2023,293,3,"1,02%",2,0,1,0,"0,68%",1,"0,34%"
16/11/2023,1.132,6,"0,53%",5,0,0,1,"0,44%",1,"0,09%"
17/11/2023,901,6,"0,67%",3,3,0,0,"0,33%",3,"0,33%"
18/11/2023,256,2,"0,78%",1,0,1,0,"0,39%",1,"0,39%"
19/11/2023,135,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
20/11/2023,708,5,"0,71%",4,1,0,0,"0,56%",1,"0,14%"
21/11/2023,1.115,6,"0,54%",2,2,1,1,"0,18%",4,"0,36%"
22/11/2023,1.105,10,"0,90%",9,1,0,0,"0,81%",1,"0,09%"
23/11/2023,1.024,10,"0,98%",9,0,1,0,"0,88%",1,"0,10%"
24/11/2023,830,7,"0,84%",4,1,1,1,"0,48%",3,"0,36%"
25/11/2023,228,1,"0,44%",1,0,0,0,"0,44%",0,"0,00%"
26/11/2023,168,1,"0,60%",1,0,0,0,"0,60%",0,"0,00%"
27/11/2023,1.046,3,"0,29%",3,0,0,0,"0,29%",0,"0,00%"
28/11/2023,1.083,6,"0,55%",3,2,0,1,"0,28%",3,"0,28%"
29/11/2023,1.118,15,"1,34%",5,7,3,0,"0,45%",10,"0,89%"
30/11/2023,1.035,14,"1,35%",9,4,1,0,"0,87%",5,"0,48%"
01/12/2023,975,9,"0,92%",7,2,0,0,"0,72%",2,"0,21%"
02/12/2023,223,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/12/2023,120,1,"0,83%",0,1,0,0,"0,00%",1,"0,83%"
04/12/2023,1.447,13,"0,90%",7,4,1,1,"0,48%",6,"0,41%"
05/12/2023,1.449,4,"0,28%",2,1,1,0,"0,14%",2,"0,14%"
06/12/2023,1.377,10,"0,73%",8,2,0,0,"0,58%",2,"0,15%"
07/12/2023,1.289,12,"0,93%",10,2,0,0,"0,78%",2,"0,16%"
08/12/2023,867,9,"1,04%",4,5,0,0,"0,46%",5,"0,58%"
09/12/2023,235,3,"1,28%",3,0,0,0,"1,28%",0,"0,00%"
10/12/2023,161,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
11/12/2023,1.356,4,"0,29%",2,2,0,0,"0,15%",2,"0,15%"
12/12/2023,1.139,11,"0,97%",7,2,2,0,"0,61%",4,"0,35%"
13/12/2023,1.098,8,"0,73%",3,5,0,0,"0,27%",5,"0,46%"
14/12/2023,1.133,5,"0,44%",2,2,0,1,"0,18%",3,"0,26%"
15/12/2023,870,8,"0,92%",6,2,0,0,"0,69%",2,"0,23%"
16/12/2023,1.109,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/12/2023,110,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
18/12/2023,1.037,6,"0,58%",5,0,1,0,"0,48%",1,"0,10%"
19/12/2023,993,10,"1,01%",5,2,0,3,"0,50%",5,"0,50%"
20/12/2023,892,6,"0,67%",3,0,1,2,"0,34%",3,"0,34%"
21/12/2023,752,7,"0,93%",5,1,1,0,"0,66%",2,"0,27%"
22/12/2023,581,4,"0,69%",2,2,0,0,"0,34%",2,"0,34%"
23/12/2023,148,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
24/12/2023,82,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
25/12/2023,49,2,"4,08%",0,0,1,1,"0,00%",2,"4,08%"
26/12/2023,709,5,"0,71%",4,0,1,0,"0,56%",1,"0,14%"
27/12/2023,910,6,"0,66%",4,2,0,0,"0,44%",2,"0,22%"
28/12/2023,761,4,"0,53%",3,1,0,0,"0,39%",1,"0,13%"
29/12/2023,568,9,"1,58%",6,1,1,1,"1,06%",3,"0,53%"
30/12/2023,148,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
31/12/2023,65,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
01/01/2024,88,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
02/01/2024,1.097,7,"0,64%",4,3,0,0,"0,36%",3,"0,27%"
03/01/2024,1.416,11,"0,78%",7,4,0,0,"0,49%",4,"0,28%"
04/01/2024,1.479,7,"0,47%",4,2,1,0,"0,27%",3,"0,20%"
05/01/2024,1.351,6,"0,44%",5,0,1,0,"0,37%",1,"0,07%"
06/01/2024,265,1,"0,38%",1,0,0,0,"0,38%",0,"0,00%"
07/01/2024,192,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
08/01/2024,1.572,12,"0,76%",7,3,2,0,"0,45%",5,"0,32%"
09/01/2024,1.332,4,"0,30%",3,1,0,0,"0,23%",1,"0,08%"
10/01/2024,1.341,6,"0,45%",5,1,0,0,"0,37%",1,"0,07%"
11/01/2024,1.184,8,"0,68%",6,1,1,0,"0,51%",2,"0,17%"
12/01/2024,1.024,7,"0,68%",3,4,0,0,"0,29%",4,"0,39%"
13/01/2024,246,3,"1,22%",1,2,0,0,"0,41%",2,"0,81%"
14/01/2024,135,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
15/01/2024,1.263,8,"0,63%",3,4,0,1,"0,24%",5,"0,40%"
16/01/2024,1.198,13,"1,09%",7,3,1,2,"0,58%",6,"0,50%"
17/01/2024,1.253,6,"0,48%",2,3,0,1,"0,16%",4,"0,32%"
18/01/2024,1.233,13,"1,05%",8,4,0,1,"0,65%",5,"0,41%"
19/01/2024,976,9,"0,92%",7,2,0,0,"0,72%",2,"0,20%"
20/01/2024,237,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
21/01/2024,165,2,"1,21%",2,0,0,0,"1,21%",0,"0,00%"
22/01/2024,1.153,6,"0,52%",2,4,0,0,"0,17%",4,"0,35%"
23/01/2024,1.200,5,"0,42%",4,1,0,0,"0,33%",1,"0,08%"
24/01/2024,1.302,8,"0,61%",3,4,1,0,"0,23%",5,"0,38%"
25/01/2024,886,6,"0,68%",6,0,0,0,"0,68%",0,"0,00%"
26/01/2024,833,9,"1,08%",8,0,0,1,"0,96%",1,"0,12%"
27/01/2024,213,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
28/01/2024,127,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
29/01/2024,1.047,9,"0,86%",8,1,0,0,"0,76%",1,"0,10%"
30/01/2024,977,2,"0,20%",0,1,0,1,"0,00%",2,"0,20%"
31/01/2024,1.074,13,"1,21%",7,2,1,3,"0,65%",6,"0,56%"
01/02/2024,1.407,6,"0,43%",2,2,0,2,"0,14%",4,"0,28%"
02/02/2024,1.124,7,"0,62%",3,4,0,0,"0,27%",4,"0,36%"
03/02/2024,294,3,"1,02%",1,0,0,2,"0,34%",2,"0,68%"
04/02/2024,157,1,"0,64%",0,1,0,0,"0,00%",1,"0,64%"
05/02/2024,1.370,16,"1,17%",11,5,0,0,"0,80%",5,"0,36%"
06/02/2024,1.258,13,"1,03%",9,4,0,0,"0,72%",4,"0,32%"
07/02/2024,1.221,8,"0,66%",6,2,0,0,"0,49%",2,"0,16%"
08/02/2024,1.104,10,"0,91%",5,4,0,1,"0,45%",5,"0,45%"
09/02/2024,817,7,"0,86%",5,0,2,0,"0,61%",2,"0,24%"
10/02/2024,160,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
11/02/2024,102,1,"0,98%",0,1,0,0,"0,00%",1,"0,98%"
12/02/2024,473,3,"0,63%",3,0,0,0,"0,63%",0,"0,00%"
13/02/2024,313,2,"0,64%",2,0,0,0,"0,64%",0,"0,00%"
14/02/2024,1.003,5,"0,50%",3,1,0,1,"0,30%",2,"0,20%"
15/02/2024,1.266,9,"0,71%",7,1,0,1,"0,55%",2,"0,16%"
16/02/2024,1.016,1,"0,10%",0,1,0,0,"0,00%",1,"0,10%"
17/02/2024,208,1,"0,48%",1,0,0,0,"0,48%",0,"0,00%"
18/02/2024,140,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
19/02/2024,1.605,3,"0,19%",3,0,0,0,"0,19%",0,"0,00%"
20/02/2024,1.457,7,"0,48%",3,1,1,2,"0,21%",4,"0,27%"
21/02/2024,1.328,7,"0,53%",1,4,1,1,"0,08%",6,"0,45%"
22/02/2024,1.375,5,"0,36%",1,1,2,1,"0,07%",4,"0,29%"
23/02/2024,962,7,"0,73%",4,1,2,0,"0,42%",3,"0,31%"
24/02/2024,219,3,"1,37%",3,0,0,0,"1,37%",0,"0,00%"
25/02/2024,120,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
26/02/2024,1.307,14,"1,07%",6,7,0,1,"0,46%",8,"0,61%"
27/02/2024,1.676,16,"0,95%",11,1,3,1,"0,66%",5,"0,30%"
28/02/2024,1.154,9,"0,78%",5,2,1,1,"0,43%",4,"0,35%"
29/02/2024,1.122,12,"1,07%",7,2,0,3,"0,62%",5,"0,45%"
01/03/2024,1.311,10,"0,76%",8,1,1,0,"0,61%",2,"0,15%"
02/03/2024,240,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/03/2024,133,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
04/03/2024,1.385,12,"0,87%",5,4,2,1,"0,36%",7,"0,51%"
05/03/2024,1.600,19,"1,19%",12,3,3,1,"0,75%",7,"0,44%"
06/03/2024,1.481,15,"1,01%",9,3,0,3,"0,61%",6,"0,41%"
07/03/2024,1.430,11,"0,77%",8,3,0,0,"0,56%",3,"0,21%"
08/03/2024,914,11,"1,20%",4,4,1,2,"0,44%",7,"0,77%"
09/03/2024,224,2,"0,89%",0,1,0,1,"0,00%",2,"0,89%"
10/03/2024,152,1,"0,66%",1,0,0,0,"0,66%",0,"0,00%"
11/03/2024,1.343,6,"0,45%",3,0,3,0,"0,22%",3,"0,22%"
12/03/2024,1.196,6,"0,50%",3,1,0,2,"0,25%",3,"0,25%"
13/03/2024,1.212,14,"1,16%",8,4,1,1,"0,66%",6,"0,50%"
14/03/2024,1.506,6,"0,40%",3,1,1,1,"0,20%",3,"0,20%"
15/03/2024,903,6,"0,66%",3,3,0,0,"0,33%",3,"0,33%"
16/03/2024,202,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/03/2024,163,1,"0,61%",1,0,0,0,"0,61%",0,"0,00%"
18/03/2024,1.389,4,"0,29%",3,0,0,1,"0,22%",1,"0,07%"
19/03/2024,1.350,5,"0,37%",3,1,0,1,"0,22%",2,"0,15%"
20/03/2024,1.133,6,"0,53%",4,0,1,1,"0,35%",2,"0,18%"
21/03/2024,1.267,6,"0,47%",3,1,1,1,"0,24%",3,"0,24%"
22/03/2024,1.257,11,"0,88%",9,1,0,1,"0,72%",2,"0,16%"
23/03/2024,229,2,"0,87%",2,0,0,0,"0,87%",0,"0,00%"
24/03/2024,146,1,"0,68%",1,0,0,0,"0,68%",0,"0,00%"
25/03/2024,1.061,6,"0,57%",2,2,0,2,"0,19%",4,"0,38%"
26/03/2024,1.108,7,"0,63%",6,1,0,0,"0,54%",1,"0,09%"
27/03/2024,988,5,"0,51%",3,1,0,1,"0,30%",2,"0,20%"
28/03/2024,851,9,"1,06%",7,0,1,1,"0,82%",2,"0,24%"
29/03/2024,177,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
30/03/2024,168,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
31/03/2024,125,1,"0,80%",1,0,0,0,"0,80%",0,"0,00%"
01/04/2024,1.361,9,"0,66%",3,5,1,0,"0,22%",6,"0,44%"
02/04/2024,1.436,10,"0,70%",5,4,1,0,"0,35%",5,"0,35%"
03/04/2024,1.561,16,"1,02%",7,5,2,2,"0,45%",9,"0,58%"
04/04/2024,1.443,8,"0,55%",4,2,1,1,"0,28%",4,"0,28%"
05/04/2024,1.095,11,"1,00%",7,1,2,1,"0,64%",4,"0,37%"
06/04/2024,219,2,"0,91%",1,0,0,1,"0,46%",1,"0,46%"
07/04/2024,109,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
08/04/2024,1.231,8,"0,65%",3,2,2,1,"0,24%",5,"0,41%"
09/04/2024,1.195,7,"0,59%",3,1,2,1,"0,25%",4,"0,33%"
10/04/2024,1.219,12,"0,98%",4,6,2,0,"0,33%",8,"0,66%"
11/04/2024,1.192,12,"1,01%",7,3,1,1,"0,59%",5,"0,42%"
12/04/2024,940,10,"1,06%",3,5,2,0,"0,32%",7,"0,74%"
13/04/2024,193,2,"1,04%",2,0,0,0,"1,04%",0,"0,00%"
14/04/2024,136,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
15/04/2024,1.155,8,"0,69%",3,2,1,2,"0,26%",5,"0,43%"
16/04/2024,1.156,15,"1,30%",8,5,1,1,"0,69%",7,"0,61%"
17/04/2024,1.279,7,"0,55%",6,0,1,0,"0,47%",1,"0,08%"
18/04/2024,1.137,11,"0,97%",6,4,0,1,"0,53%",5,"0,44%"
19/04/2024,1.006,6,"0,60%",3,1,0,2,"0,30%",3,"0,30%"
20/04/2024,170,2,"1,18%",0,1,1,0,"0,00%",2,"1,18%"
21/04/2024,103,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
22/04/2024,1.132,5,"0,44%",4,0,1,0,"0,35%",1,"0,09%"
23/04/2024,1.047,6,"0,57%",3,1,0,2,"0,29%",3,"0,29%"
24/04/2024,1.049,8,"0,76%",3,2,2,1,"0,29%",5,"0,48%"
25/04/2024,1.055,7,"0,66%",6,0,1,0,"0,57%",1,"0,09%"
26/04/2024,1.200,5,"0,42%",2,2,0,1,"0,17%",3,"0,25%"
27/04/2024,212,1,"0,47%",1,0,0,0,"0,47%",0,"0,00%"
28/04/2024,154,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
29/04/2024,1.252,18,"1,44%",12,2,4,0,"0,96%",6,"0,48%"
30/04/2024,1.088,11,"1,01%",10,0,1,0,"0,92%",1,"0,09%"
01/05/2024,259,1,"0,39%",1,0,0,0,"0,39%",0,"0,00%"
02/05/2024,1.536,9,"0,59%",7,0,1,1,"0,46%",2,"0,13%"
03/05/2024,1.363,5,"0,37%",4,1,0,0,"0,29%",1,"0,07%"
04/05/2024,332,4,"1,20%",4,0,0,0,"1,20%",0,"0,00%"
05/05/2024,197,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
06/05/2024,2.505,11,"0,44%",8,1,1,1,"0,32%",3,"0,12%"
07/05/2024,2.135,10,"0,47%",7,1,1,1,"0,33%",3,"0,14%"
08/05/2024,1.607,3,"0,19%",3,0,0,0,"0,19%",0,"0,00%"
09/05/2024,1.245,10,"0,80%",5,1,1,3,"0,40%",5,"0,40%"
10/05/2024,1.028,5,"0,49%",4,1,0,0,"0,39%",1,"0,10%"
11/05/2024,208,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
12/05/2024,110,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
13/05/2024,1.254,12,"0,96%",8,2,1,1,"0,64%",4,"0,32%"
14/05/2024,1.201,6,"0,50%",3,0,2,1,"0,25%",3,"0,25%"
15/05/2024,1.390,15,"1,08%",12,0,0,3,"0,86%",3,"0,22%"
16/05/2024,1.110,5,"0,45%",2,1,1,1,"0,18%",3,"0,27%"
17/05/2024,928,6,"0,65%",2,1,2,1,"0,22%",4,"0,43%"
18/05/2024,200,1,"0,50%",0,0,0,1,"0,00%",1,"0,50%"
19/05/2024,116,1,"0,86%",0,1,0,0,"0,00%",1,"0,86%"
20/05/2024,1.107,6,"0,54%",4,2,0,0,"0,36%",2,"0,18%"
21/05/2024,1.046,5,"0,48%",3,0,2,0,"0,29%",2,"0,19%"
22/05/2024,1.012,9,"0,89%",5,0,2,2,"0,49%",4,"0,40%"
23/05/2024,971,11,"1,13%",8,0,0,3,"0,82%",3,"0,31%"
24/05/2024,823,3,"0,36%",3,0,0,0,"0,36%",0,"0,00%"
25/05/2024,185,3,"1,62%",3,0,0,0,"1,62%",0,"0,00%"
26/05/2024,109,1,"0,92%",1,0,0,0,"0,92%",0,"0,00%"
27/05/2024,961,7,"0,73%",3,2,1,1,"0,31%",4,"0,42%"
28/05/2024,928,3,"0,32%",2,1,0,0,"0,22%",1,"0,11%"
29/05/2024,942,3,"0,32%",3,0,0,0,"0,32%",0,"0,00%"
30/05/2024,204,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
31/05/2024,674,4,"0,59%",1,2,0,1,"0,15%",3,"0,45%"
01/06/2024,177,1,"0,56%",1,0,0,0,"0,56%",0,"0,00%"
02/06/2024,115,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/06/2024,1.166,5,"0,43%",2,1,1,1,"0,17%",3,"0,26%"
04/06/2024,1.366,8,"0,59%",2,3,2,1,"0,15%",6,"0,44%"
05/06/2024,1.462,9,"0,62%",6,3,0,0,"0,41%",3,"0,21%"
06/06/2024,1.314,10,"0,76%",7,0,2,1,"0,53%",3,"0,23%"
07/06/2024,967,5,"0,52%",2,2,1,0,"0,21%",3,"0,31%"
08/06/2024,222,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
09/06/2024,114,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
10/06/2024,1.594,11,"0,69%",7,2,0,2,"0,44%",4,"0,25%"
11/06/2024,1.149,7,"0,61%",5,0,1,1,"0,44%",2,"0,17%"
12/06/2024,995,6,"0,60%",3,0,1,2,"0,30%",3,"0,30%"
13/06/2024,1.026,6,"0,58%",3,1,1,1,"0,29%",3,"0,29%"
14/06/2024,821,11,"1,34%",8,1,2,0,"0,97%",3,"0,37%"
15/06/2024,165,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
16/06/2024,105,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/06/2024,1.239,5,"0,40%",1,3,0,1,"0,08%",4,"0,32%"
18/06/2024,1.056,5,"0,47%",2,1,1,1,"0,19%",3,"0,28%"
19/06/2024,1.000,10,"1,00%",2,5,2,1,"0,20%",8,"0,80%"
20/06/2024,1.004,8,"0,80%",1,3,3,1,"0,10%",7,"0,70%"
21/06/2024,855,4,"0,47%",0,2,1,1,"0,00%",4,"0,47%"
22/06/2024,164,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
23/06/2024,119,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
24/06/2024,1.059,14,"1,32%",7,3,2,2,"0,66%",7,"0,66%"
25/06/2024,1.090,4,"0,37%",2,0,1,1,"0,18%",2,"0,18%"
26/06/2024,1.054,4,"0,38%",0,2,1,1,"0,00%",4,"0,38%"
27/06/2024,940,12,"1,28%",4,2,1,5,"0,43%",8,"0,85%"
28/06/2024,803,6,"0,75%",4,0,0,2,"0,50%",2,"0,25%"
29/06/2024,164,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
30/06/2024,137,1,"0,73%",1,0,0,0,"0,73%",0,"0,00%"
01/07/2024,1.482,10,"0,67%",7,1,0,2,"0,47%",3,"0,20%"
02/07/2024,1.336,10,"0,75%",7,1,1,1,"0,52%",3,"0,22%"
03/07/2024,1.436,15,"1,04%",5,6,0,4,"0,35%",10,"0,70%"
04/07/2024,1.409,14,"0,99%",7,3,2,2,"0,50%",7,"0,50%"
05/07/2024,1.269,15,"1,18%",7,3,2,3,"0,55%",8,"0,63%"
06/07/2024,258,2,"0,78%",1,1,0,0,"0,39%",1,"0,39%"
07/07/2024,150,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
08/07/2024,1.908,21,"1,10%",7,9,1,4,"0,37%",14,"0,73%"
